Original Text,Label,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All-or-Nothing Thinking
"Cô ấy luôn có những hành động kỳ lạ, ví dụ như, cô ấy giận dỗi vì một vấn đề và sau đó trở nên im lặng, không nói chuyện với ai trong 1/2 ngày, rồi sau đó lại bắt đầu cười và sau đó khóc, tôi không biết phải làm gì vì cô ấy không muốn mở lòng và dần dần cô ấy cũng làm tôi tức giận vì cô ấy cứ cười, chế nhạo, tôi không biết có lẽ cô ấy giận tôi hay sao",0,0,0,0,0,0,0,0,0,0,0
"Tôi muốn bị ốm, và tôi biết điều đó thật khủng khiếp, nhưng tôi không thể ngăn mình lại.",0,0,0,0,0,0,0,0,0,0,0
"Trước khi chúng tôi bắt đầu hẹn hò và trong năm đầu tiên của mối quan hệ, ham muốn tình dục của cô ấy thật tuyệt vời. Theo thời gian nó dần giảm xuống. Đến mức bây giờ chúng tôi quan hệ 1-2 lần một tháng.",0,0,0,0,0,0,0,0,0,0,0
"Hàng ngày và đôi khi trước khi ngủ, tôi luôn tưởng tượng ra các kịch bản và nhân vật trong đầu và sống trong đó.",0,0,0,0,0,0,0,0,0,0,0
"Gần đây, nó đã biến thành OCD với các ý nghĩ xâm nhập về tội lỗi và xấu hổ về nhiều điều. Tôi thường tự hỏi liệu có một ký ức nào đó mà tôi đã kìm nén từ thời thơ ấu đã là nguyên nhân gốc rễ cho các vấn đề của tôi hay không.",0,0,0,0,0,0,0,0,0,0,0
"Tôi không biết bắt đầu từ đâu hay nói gì, nhưng tôi biết tôi bị trầm cảm. Tôi đã nghĩ một thời gian khá lâu rằng tôi mắc rối loạn lưỡng cực hoặc rối loạn nhân cách ranh giới, hoặc cả hai.",0,0,0,0,0,0,0,0,0,0,0
"Tôi luôn là đứa trẻ nghĩ rằng họ đang lắng nghe nhưng lại gõ bút nhìn ra ngoài cửa sổ hoặc di chuyển chân vòng quanh khiến những người xung quanh bạn tức giận. Tôi mất rất nhiều thời gian để đọc một cái gì đó, tôi thậm chí phải đọc kỹ các câu hỏi trước khi tôi hiểu. Tôi là một người đọc tốt, chỉ là tâm trí tôi không biết mình vừa đọc gì.",0,0,0,0,0,0,0,0,0,0,0
"Tôi cảm thấy như thể càng thể hiện bản thân, tôi càng sợ hãi khi thể hiện bản thân, và tôi nghĩ tất cả là vì những gì tôi đã làm khi còn học cấp hai.",0,0,0,0,0,0,0,0,0,0,0
"Khoảng một năm trước, tôi bị lo lắng nghiêm trọng và có vài cơn hoảng loạn mỗi ngày. Theo thời gian, tôi phát triển ngày càng nhiều triệu chứng như ý nghĩ xâm nhập, v.v. Tuy nhiên, sau một thời gian khá dài, tôi phát triển các triệu chứng rất đáng lo ngại khiến tôi nghĩ rằng mình đang phát triển chứng tâm thần phân liệt/loạn thần.",0,0,0,0,0,0,0,0,0,0,0
"Tôi biết bộ não mình đang nói dối tôi khi nó cảm thấy như tôi sẽ bị trầm cảm suốt đời – tôi có thể nghi ngờ suy nghĩ này. Tất nhiên, việc điều trị thành công không đến được khiến tôi buồn, khiến tôi cảm thấy vô vọng.",0,0,0,0,0,0,0,0,0,0,0
Tôi biết lời khuyên của bạn là hãy là người lớn hơn.,0,0,0,0,0,0,0,0,0,0,0
Tôi thề sẽ không bao giờ lừa dối chồng vì tôi không bao giờ tha thứ cho bản thân vì đã lừa dối anh ấy với người đàn ông đã có gia đình. Tôi đã phá vỡ cuộc hôn nhân của người đàn ông đó và tôi không yêu anh ấy.,0,0,0,0,0,0,0,0,0,0,0
